Store ID,Store Name,Address,Service Area,State,Zip,Lat,Lon
31374,MAGGIE'S FARM,74 N Component Dr.,Pueblo,CO,80107,38.338925,-104.740753
30349,NATIVE ROOTS APOTHECARY,910 16th St.,Denver,CO,80202,39.74668,-104.994416
31224,NATURAL REMEDIES,1620 Market St.,Denver,CO,80202,39.750052,-104.997616
30780,LIVWELL,432 S. Broadway,Denver,CO,80209,39.708714,-104.987285
30848,HERBAL ALTERNATIVES,2568 South Broadway,Denver,CO,80210,39.670043,-104.987464
30884,HERBAL ALTERNATIVES,2568 South Broadway,Denver,CO,80210,39.670043,-104.987464
31511,PATIENTS CHOICE OF COLORADO,2251 S. Broadway,Denver,CO,80210,39.675764,-104.988002
31257,NEW AGE MEDICAL,2553 Sheridan Blvd,Edgewater,CO,80214,39.753999,-105.053563
31287,NEW AGE MEDICAL,2553 Sheridan Blvd,Edgewater,CO,80214,39.753999,-105.053563
30868,CHRONIC THERAPY,10030 W. 27th Ave.,Wheat Ridge,CO,80215,39.755595,-105.110697
30759,MEDICINAL OASIS,6359 E Evans Ave,Denver,CO,80222,39.678972,-104.914597
31366,THE HEALTH CENTER,2777 S. Colorado Blvd,Denver,CO,80222,39.665839,-104.941051
31114,AMSTERDAM CAF?,1325 S. Inca St.,Denver,CO,80223,39.692598,-104.998358
31312,ELEVATE WELLNESS CENTER,1155 S Cherokee St,Denver,CO,80223,39.69558,-104.991624
31427,SERGEANT GREEN LEAF WELLNESS,1402 Argentine St,Georgetown,CO,80444,39.713525,-105.695466
31263,LIVWELL -,2647 8th Ave.,Garden City,CO,80631,40.393831,-104.691798
31307,THE 710 CLUB,1605 South Tejon St.,Colorado Springs,CO,80905,38.811226,-104.824976
30667,DOCTORS GARDEN,580 Main St.,Carbondale,CO,81623,39.400527,-107.212544
31471,GREEN RIVER MEDS,24363 Grand River Ave.,Detroit,MI,48219,42.425627,-83.281278
29980,BLAZING BUDDHA,,detroit,MI,,42.331427,-83.045754
30695,CANNABIS ON DEMAND,,upper-peninsula,MI,,46.73268,-87.387273
30689,DOWNRIVER PROVISIONING COLLECTIVE,,detroit,MI,,42.331427,-83.045754
30582,PEACE & LOVE DELIVERY,,detroit,MI,,42.331427,-83.045754
29867,PORTABLE PROVISIONING,,flint,MI,,43.012527,-83.687456
30919,MICROBES IN JERSEY,,new-jersey,NJ,,40.728157,-74.077642
31097,24/7 LV DISPENSARY EXPRESS,,las-vegas,NV,,36.143836,-115.157661
29890,2STRAINS WELLNESS CENTER,,las-vegas,NV,,36.143836,-115.157661
29928,BIG HORSE COLLECTIVE,,las-vegas,NV,,36.143836,-115.157661
30174,GARDEN OF EDEN,,las-vegas,NV,,36.143836,-115.157661
30595,LAS VEGAS APOTHECARY,,las-vegas,NV,,36.143836,-115.157661
31373,LAS VEGAS GREEN LIGHT,,las-vegas,NV,,36.143836,-115.157661
30022,MEDI KIND,,las-vegas,NV,,36.143836,-115.157661
30818,MR NICE GUY,,las-vegas,NV,,36.143836,-115.157661
31103,MVB COMPASSIONATE,,las-vegas,NV,,36.143836,-115.157661
31321,NEVADA CONNECT SOUTH,,las-vegas,NV,,36.143836,-115.157661
31119,POT COMMITTED MMJ 420,,las-vegas,NV,,36.143836,-115.157661
31390,THE DANK BANK LAS VEGAS,,las-vegas,NV,,36.143836,-115.157661
30301,TOPSHELF KINGS,,las-vegas,NV,,36.143836,-115.157661
31467,OREGON'S FINEST,1327 NW Kearney St.,Portland,OR,97209,45.529411,-122.684764
31348,KRYSTAL GREEN,11134 NE Halsey St,Portland,OR,97220,45.533204,-122.547785
30579,PK EAST DELIVERY,,east-portland,OR,,45.523452,-122.676207
31181,"YES, WE CANNA DELIVER!",,west-portland,OR,,45.523452,-122.676207
30906,GREEN RUSH COLLECTIVE II,9211 Delridge Way SW,Seattle,WA,98106,47.520596,-122.358365
31309,SURREAL MEDICAL,1206 NE 145th St.,Shoreline,WA,98155,47.734214,-122.314953
30245,SPARKET 420 ALTERNATIVE HEALTH,1403 E. First St,Port Angeles,WA,98362,48.109353,-123.409344
30937,KARMA WELLNESS COOPERATIVE,111 River Road,Sequim,WA,98382,48.075861,-123.134449
31569,HOC,217 174th ST S,Spanaway,WA,98387,47.09932,-122.435241
30931,ELEMENTS OF SUNSHINE,2501 E D St.,Tacoma,WA,98421,47.239585,-122.428799
30766,AXIS MANAGEMENT NATURAL THERAPY COLLECTIVE,4127 Pacific Ave. SE,Lacey,WA,98503,47.038841,-122.83245
30125,GREENER FRONTIER COLLECTIVE,316 W first St.,Cle Elum,WA,98922,47.195866,-120.943615
29843,B.C. GENETICS DELIVERY,,eastside-seattle,WA,,47.607986,-122.302723
30893,GOOD TO GROW,,olympiathurston-county,WA,,47.037874,-122.900695
31525,GRASSROOTS SEATTLE,,eastside-seattle,WA,,47.607986,-122.302723
30059,GROW SYSTEMS NORTHWEST,,vancouver-washington,WA,,45.676273,-122.65708
31364,HAPPY JACK'S DELIVERY SERVICE,,vancouver-washington,WA,,45.676273,-122.65708
30566,JOR-DANK,,vancouver-washington,WA,,45.676273,-122.65708
30306,MEAN GREENS,,olympiathurston-county,WA,,47.037874,-122.900695
31185,MOORE'S MEDS,,kitsap,WA,,47.647661,-122.641258
31322,ONLY ORGANIC,,everettsnohomish,WA,,47.978985,-122.202079
30889,PIERCE COUNTY'S FINEST MEDICAL DELIVERY,,federal-way-puyallup,WA,,47.322322,-122.312622
30923,TOPSHELF GARDENS,,everettsnohomish,WA,,47.978985,-122.202079
30979,NEW WORLD HERBS,,,,,,
31590,THE HERBAL COMMUNITY,,,,,32.792095,-117.232337
30905,VISTA HOLISTIC GREENS,,,,,,
